"Type","Start","End","Duration","Start Condition","Start Location","End Condition","Notes"
"Sleep","2023-10-03 12:51","2023-10-03 14:24","01:33",,,,
"Diaper","2023-10-03 11:51",,,,,"Poo:large",
"Feed","2023-10-03 10:58",,,"Formula","Bottle","7.17oz",
"Sleep","2023-10-03 09:04","2023-10-03 10:47","01:43",,,,
"Feed","2023-10-03 07:35",,,"Formula","Bottle","7.5oz",
"Sleep","2023-10-02 19:40","2023-10-03 07:28","11:47",,,,
"Feed","2023-10-02 17:55",,,"Formula","Bottle","7.5oz",
"Sleep","2023-10-02 16:59","2023-10-02 17:39","00:39",,,,
"Feed","2023-10-02 14:55",,,"Formula","Bottle","7.5oz",
"Sleep","2023-10-02 13:04","2023-10-02 14:41","01:37",,,,
"Diaper","2023-10-02 12:00",,,,,"Poo:large",
"Feed","2023-10-02 11:13",,,"Formula","Bottle","7.17oz",
"Sleep","2023-10-02 09:08","2023-10-02 11:05","01:57",,,,
"Feed","2023-10-02 07:28",,,"Formula","Bottle","6.83oz",
"Sleep","2023-10-01 19:45","2023-10-02 07:20","11:35",,,,
"Feed","2023-10-01 18:00",,,"Formula","Bottle","7.5oz",
"Sleep","2023-10-01 17:00","2023-10-01 17:45","00:44",,,,
"Feed","2023-10-01 15:06",,,"Formula","Bottle","7.5oz",
"Sleep","2023-10-01 13:10","2023-10-01 15:02","01:52",,,,
"Diaper","2023-10-01 11:50",,,,,"Poo:large",
"Feed","2023-10-01 11:11",,,"Formula","Bottle","7.5oz",
"Sleep","2023-10-01 09:15","2023-10-01 11:00","01:45",,,,
"Feed","2023-10-01 07:34",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-30 19:30","2023-10-01 07:15","11:45",,,,
"Diaper","2023-09-30 18:30",,,,,"Poo:large",
"Feed","2023-09-30 17:57",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-30 16:50","2023-09-30 17:38","00:48",,,,"Cranky during last ww"
"Diaper","2023-09-30 15:30",,,,,"Poo:small",
"Feed","2023-09-30 14:52",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-30 12:54","2023-09-30 14:45","01:51",,,,
"Diaper","2023-09-30 11:50",,,,,"Poo:large",
"Feed","2023-09-30 11:03",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-30 09:13","2023-09-30 10:55","01:42",,,,
"Diaper","2023-09-30 08:15",,,,,"Poo:small",
"Feed","2023-09-30 07:36",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-29 19:48","2023-09-30 07:30","11:42",,,,
"Diaper","2023-09-29 18:55",,,,,"Poo:medium",
"Feed","2023-09-29 18:19",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-29 17:12","2023-09-29 17:49","00:36",,,,
"Feed","2023-09-29 15:23",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-29 13:13","2023-09-29 15:11","01:58",,,,
"Diaper","2023-09-29 12:04",,,,,"Poo",
"Feed","2023-09-29 11:23",,,"Formula","Bottle","7.17oz",
"Sleep","2023-09-29 09:16","2023-09-29 11:14","01:58",,,,
"Feed","2023-09-29 07:33",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-28 19:52","2023-09-29 07:29","11:37",,,,
"Diaper","2023-09-28 18:45",,,,,"Poo:large",
"Feed","2023-09-28 18:00",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-28 16:42","2023-09-28 17:45","01:03",,,,
"Feed","2023-09-28 14:49",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-28 12:50","2023-09-28 14:42","01:52",,,,
"Feed","2023-09-28 11:00",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-28 09:15","2023-09-28 10:50","01:35",,,,
"Feed","2023-09-28 07:35",,,"Formula","Bottle","7.17oz",
"Sleep","2023-09-27 19:25","2023-09-28 07:30","12:05",,,,
"Diaper","2023-09-27 18:55",,,,,"Poo:small",
"Feed","2023-09-27 18:12",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-27 16:56","2023-09-27 17:30","00:33",,,,
"Feed","2023-09-27 15:01",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-27 13:02","2023-09-27 14:58","01:55",,,,
"Diaper","2023-09-27 12:28",,,,,"Poo:large",
"Feed","2023-09-27 11:15",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-27 09:05","2023-09-27 11:05","02:00",,,,
"Feed","2023-09-27 07:33",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-26 19:35","2023-09-27 07:27","11:52",,,,
"Feed","2023-09-26 18:13",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-26 16:53","2023-09-26 17:38","00:44",,,,
"Diaper","2023-09-26 15:53",,,,,"Poo:small",
"Feed","2023-09-26 15:13",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-26 13:13","2023-09-26 15:11","01:58",,,,
"Feed","2023-09-26 11:29",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-26 09:25","2023-09-26 11:26","02:01",,,,
"Diaper","2023-09-26 08:30",,,,,"Poo:large",
"Feed","2023-09-26 07:40",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-25 20:00","2023-09-26 07:34","11:34",,,,
"Diaper","2023-09-25 19:10",,,,,"Poo:large",
"Feed","2023-09-25 18:30",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-25 17:23","2023-09-25 18:05","00:42",,,,
"Feed","2023-09-25 15:30",,,"Formula","Bottle","7.17oz",
"Sleep","2023-09-25 13:23","2023-09-25 15:23","02:00",,,,
"Diaper","2023-09-25 12:43",,,,,"Poo:large",
"Feed","2023-09-25 11:46",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-25 09:43","2023-09-25 11:41","01:57",,,,
"Feed","2023-09-25 07:44",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-24 19:42","2023-09-25 07:36","11:54",,,,
"Diaper","2023-09-24 19:00",,,,,"Poo:medium",
"Feed","2023-09-24 18:21",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-24 17:24","2023-09-24 17:56","00:32",,,,
"Feed","2023-09-24 15:20",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-24 13:15","2023-09-24 15:15","02:00",,,,
"Feed","2023-09-24 11:25",,,"Formula","Bottle","7.17oz",
"Sleep","2023-09-24 09:14","2023-09-24 11:20","02:05",,,,
"Feed","2023-09-24 07:37",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-23 19:38","2023-09-24 07:30","11:52",,,,
"Diaper","2023-09-23 18:55",,,,,"Poo:large",
"Feed","2023-09-23 18:15",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-23 16:28","2023-09-23 17:28","01:00",,,,
"Diaper","2023-09-23 15:30",,,,,"Poo:large",
"Feed","2023-09-23 15:05",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-23 12:54","2023-09-23 14:00","01:06",,,,
"Feed","2023-09-23 11:36",,,"Formula","Bottle","7oz",
"Sleep","2023-09-23 09:25","2023-09-23 11:35","02:09",,,,
"Feed","2023-09-23 07:51",,,"Formula","Bottle","7oz",
"Sleep","2023-09-22 19:45","2023-09-23 07:47","12:02",,,,
"Feed","2023-09-22 18:27",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-22 17:15","2023-09-22 17:51","00:36",,,,
"Feed","2023-09-22 15:17",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-22 13:04","2023-09-22 15:15","02:11",,,,
"Diaper","2023-09-22 12:30",,,,,"Poo:large",
"Feed","2023-09-22 11:14",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-22 09:14","2023-09-22 11:11","01:57",,,,
"Diaper","2023-09-22 08:15",,,,,"Poo:large",
"Feed","2023-09-22 07:41",,,"Formula","Bottle","8oz",
"Sleep","2023-09-21 19:55","2023-09-22 07:30","11:35",,,,
"Diaper","2023-09-21 18:55",,,,,"Poo:large",
"Feed","2023-09-21 18:09",,,"Formula","Bottle","7.17oz",
"Sleep","2023-09-21 15:31","2023-09-21 17:52","02:21",,,,
"Feed","2023-09-21 14:30",,,"Formula","Bottle","6oz",
"Sleep","2023-09-21 12:59","2023-09-21 13:30","00:31",,,,
"Feed","2023-09-21 11:09",,,"Formula","Bottle","6.66oz",
"Sleep","2023-09-21 09:11","2023-09-21 11:02","01:51",,,,
"Feed","2023-09-21 07:37",,,"Formula","Bottle","7oz",
"Sleep","2023-09-20 19:15","2023-09-21 07:35","12:20",,,,
"Feed","2023-09-20 18:28",,,"Formula","Bottle","6.5oz",
"Sleep","2023-09-20 17:09","2023-09-20 17:45","00:36",,,,
"Feed","2023-09-20 15:24",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-20 13:20","2023-09-20 14:49","01:29",,,,
"Diaper","2023-09-20 12:15",,,,,"Poo:large",
"Feed","2023-09-20 11:22",,,"Formula","Bottle","7.17oz",
"Sleep","2023-09-20 09:19","2023-09-20 11:19","02:00",,,,
"Feed","2023-09-20 07:36",,,"Formula","Bottle","7oz",
"Sleep","2023-09-19 19:30","2023-09-20 07:30","12:00",,,,
"Feed","2023-09-19 18:09",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-19 16:41","2023-09-19 17:26","00:45",,,,
"Feed","2023-09-19 14:54",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-19 12:41","2023-09-19 14:36","01:55",,,,
"Diaper","2023-09-19 11:45",,,,,"Poo:medium",
"Feed","2023-09-19 11:01",,,"Formula","Bottle","6.5oz",
"Sleep","2023-09-19 09:01","2023-09-19 10:56","01:55",,,,
"Diaper","2023-09-19 08:30",,,,,"Poo:large",
"Feed","2023-09-19 07:36",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-18 19:38","2023-09-19 07:33","11:55",,,,
"Diaper","2023-09-18 18:38",,,,,"Poo:small",
"Feed","2023-09-18 18:01",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-18 16:37","2023-09-18 17:45","01:08",,,,
"Diaper","2023-09-18 15:39",,,,,"Poo:large",
"Feed","2023-09-18 14:59",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-18 13:15","2023-09-18 14:46","01:31",,,,
"Diaper","2023-09-18 11:55",,,,,"Poo:small",
"Feed","2023-09-18 11:10",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-18 09:00","2023-09-18 11:04","02:04",,,,
"Diaper","2023-09-18 08:45",,,,,"Poo:medium",
"Feed","2023-09-18 07:31",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-17 19:30","2023-09-18 07:27","11:57",,,,
"Diaper","2023-09-17 18:55",,,"Mucousy",,"Poo:large",
"Feed","2023-09-17 18:00",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-17 16:34","2023-09-17 17:15","00:41",,,,
"Feed","2023-09-17 14:45",,,"Formula","Bottle","5.5oz",
"Sleep","2023-09-17 12:57","2023-09-17 14:40","01:43",,,,
"Feed","2023-09-17 11:12",,,"Formula","Bottle","7oz",
"Sleep","2023-09-17 08:26","2023-09-17 10:50","02:24",,,,
"Feed","2023-09-17 07:07",,,"Formula","Bottle","7.17oz",
"Sleep","2023-09-16 19:35","2023-09-17 07:00","11:25",,,,
"Diaper","2023-09-16 18:45",,,,,"Poo:large",
"Feed","2023-09-16 17:56",,,"Formula","Bottle","7.27oz",
"Sleep","2023-09-16 16:57","2023-09-16 17:31","00:34",,,,
"Diaper","2023-09-16 15:34",,,,,"Poo",
"Feed","2023-09-16 15:04",,,"Formula","Bottle","6oz",
"Sleep","2023-09-16 13:11","2023-09-16 15:00","01:49",,,,
"Feed","2023-09-16 11:08",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-16 09:04","2023-09-16 11:05","02:01",,,,
"Diaper","2023-09-16 07:55",,,,,"Poo:large",
"Feed","2023-09-16 07:24",,,"Formula","Bottle","6oz",
"Sleep","2023-09-15 19:35","2023-09-16 07:20","11:45",,,,
"Feed","2023-09-15 19:15",,,"Formula","Bottle","3oz",
"Feed","2023-09-15 17:30",,,"Formula","Bottle","6.5oz",
"Sleep","2023-09-15 16:31","2023-09-15 17:16","00:45",,,,
"Feed","2023-09-15 14:25",,,"Formula","Bottle","6oz",
"Sleep","2023-09-15 12:38","2023-09-15 14:12","01:34",,,,
"Diaper","2023-09-15 11:26",,,,,"Poo:large",
"Feed","2023-09-15 10:49",,,"Formula","Bottle","7oz",
"Sleep","2023-09-15 08:43","2023-09-15 10:46","02:03",,,,
"Diaper","2023-09-15 07:44",,,,,"Poo:medium",
"Feed","2023-09-15 07:14",,,"Formula","Bottle","6oz",
"Sleep","2023-09-14 19:37","2023-09-15 07:10","11:33",,,,
"Diaper","2023-09-14 18:48",,,,,"Poo:medium",
"Feed","2023-09-14 18:22",,,"Formula","Bottle","8oz",
"Sleep","2023-09-14 16:57","2023-09-14 17:31","00:34",,,,
"Diaper","2023-09-14 15:30",,,,,"Poo:large",
"Feed","2023-09-14 14:58",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-14 12:58","2023-09-14 14:55","01:56",,,,
"Feed","2023-09-14 10:57",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-14 08:50","2023-09-14 10:50","02:00",,,,
"Feed","2023-09-14 07:11",,,"Formula","Bottle","6.5oz",
"Sleep","2023-09-13 19:24","2023-09-14 07:07","11:43",,,,
"Feed","2023-09-13 18:05",,,"Formula","Bottle","7oz",
"Sleep","2023-09-13 17:00","2023-09-13 17:27","00:27",,,,
"Diaper","2023-09-13 15:32",,,,,"Poo:large",
"Feed","2023-09-13 14:57",,,"Formula","Bottle","6.5oz",
"Sleep","2023-09-13 13:09","2023-09-13 14:50","01:41",,,,
"Diaper","2023-09-13 11:50",,,,,"Poo:large",
"Feed","2023-09-13 11:20",,,"Formula","Bottle","7oz",
"Sleep","2023-09-13 09:05","2023-09-13 11:04","01:59",,,,
"Feed","2023-09-13 07:32",,,"Formula","Bottle","7oz",
"Sleep","2023-09-12 19:35","2023-09-13 07:28","11:53",,,,
"Feed","2023-09-12 18:03",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-12 16:54","2023-09-12 17:34","00:40",,,,
"Solids","2023-09-12 16:14",,,"Banana","Solids","LOVED",
"Feed","2023-09-12 15:03",,,"Formula","Bottle","6.5oz",
"Diaper","2023-09-12 15:02",,,,,"Poo:large",
"Sleep","2023-09-12 13:20","2023-09-12 14:57","01:37",,,,
"Feed","2023-09-12 11:18",,,"Formula","Bottle","6.25oz",
"Sleep","2023-09-12 09:17","2023-09-12 11:13","01:56",,,,
"Feed","2023-09-12 07:39",,,"Formula","Bottle","6.75oz",
"Sleep","2023-09-11 19:10","2023-09-12 07:35","12:25",,,,
"Diaper","2023-09-11 18:45",,,,,"Poo:large",
"Feed","2023-09-11 18:18",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-11 16:02","2023-09-11 16:44","00:42",,,,
"Feed","2023-09-11 15:20",,,"Formula","Bottle","3.5oz",
"Feed","2023-09-11 14:20",,,"Formula","Bottle","4oz",
"Sleep","2023-09-11 12:08","2023-09-11 13:55","01:47",,,,
"Diaper","2023-09-11 11:00",,,,,"Poo:large",
"Feed","2023-09-11 10:46",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-11 08:56","2023-09-11 10:07","01:11",,,,
"Feed","2023-09-11 07:09",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-10 19:09","2023-09-11 07:02","11:53",,,,
"Feed","2023-09-10 18:09",,,"Formula","Bottle","7.5oz",
"Solids","2023-09-10 17:00",,,"Banana","Solids","LOVED",
"Sleep","2023-09-10 15:57","2023-09-10 16:45","00:48",,,,
"Diaper","2023-09-10 15:15",,,,,"Poo:large",
"Feed","2023-09-10 14:35",,,"Formula","Bottle","5.5oz",
"Sleep","2023-09-10 12:08","2023-09-10 13:43","01:35",,,,
"Diaper","2023-09-10 11:30",,,,,"Poo:large",
"Feed","2023-09-10 10:51",,,"Formula","Bottle","6.25oz",
"Sleep","2023-09-10 08:46","2023-09-10 10:13","01:27",,,,
"Diaper","2023-09-10 08:05",,,,,"Poo:large",
"Feed","2023-09-10 07:11",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-09 19:05","2023-09-10 07:04","11:59",,,,
"Feed","2023-09-09 18:20",,,"Formula","Bottle","7.5oz",
"Diaper","2023-09-09 17:05",,,,,"Poo:large",
"Sleep","2023-09-09 16:09","2023-09-09 16:50","00:41",,,,
"Diaper","2023-09-09 15:29",,,,,"Poo:large",
"Feed","2023-09-09 14:41",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-09 12:30","2023-09-09 13:41","01:11",,,,
"Feed","2023-09-09 11:13",,,"Formula","Bottle","6.5oz",
"Sleep","2023-09-09 09:25","2023-09-09 10:53","01:28",,,,
"Feed","2023-09-09 07:17",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-08 20:41","2023-09-09 07:15","10:34",,,,
"Feed","2023-09-08 18:22",,,"Formula","Bottle","6oz",
"Sleep","2023-09-08 16:32","2023-09-08 17:05","00:33",,,,
"Feed","2023-09-08 14:40",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-08 12:38","2023-09-08 14:21","01:43",,,,
"Diaper","2023-09-08 11:51",,,,,"Poo:large",
"Feed","2023-09-08 11:10",,,"Formula","Bottle","7.25oz",
"Sleep","2023-09-08 09:17","2023-09-08 10:41","01:24",,,,
"Feed","2023-09-08 07:41",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-07 19:53","2023-09-08 07:34","11:41",,,,
"Feed","2023-09-07 18:45",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-07 17:38","2023-09-07 18:09","00:31",,,,
"Feed","2023-09-07 15:00",,,"Formula","Bottle","6.25oz",
"Sleep","2023-09-07 13:03","2023-09-07 14:35","01:32",,,,
"Solids","2023-09-07 12:25",,,"Apple","Solids","LOVED",
"Feed","2023-09-07 11:15",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-07 09:14","2023-09-07 11:10","01:56",,,,
"Diaper","2023-09-07 08:20",,,,,"Poo:large",
"Feed","2023-09-07 07:37",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-06 19:36","2023-09-07 07:30","11:54",,,,
"Feed","2023-09-06 18:04",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-06 16:38","2023-09-06 17:16","00:38",,,,
"Solids","2023-09-06 15:50",,,"Pear","Solids",,
"Diaper","2023-09-06 15:25",,,,,"Poo:large",
"Feed","2023-09-06 14:40",,,"Formula","Bottle","6.25oz",
"Sleep","2023-09-06 12:18","2023-09-06 14:38","02:20",,,,
"Feed","2023-09-06 11:00",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-06 09:23","2023-09-06 10:24","01:01",,,,
"Diaper","2023-09-06 08:20",,,,,"Poo:medium",
"Feed","2023-09-06 07:40",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-05 19:49","2023-09-06 07:34","11:45",,,,
"Diaper","2023-09-05 19:00",,,,,"Poo:medium",
"Feed","2023-09-05 18:17",,,"Formula","Bottle","7oz",
"Sleep","2023-09-05 16:52","2023-09-05 17:24","00:32",,,,
"Diaper","2023-09-05 15:38",,,,,"Poo:large",
"Feed","2023-09-05 14:50",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-05 13:01","2023-09-05 14:42","01:41",,,,
"Solids","2023-09-05 13:00",,,"Pear","Solids","LOVED",
"Feed","2023-09-05 11:12",,,"Formula","Bottle","7oz",
"Sleep","2023-09-05 09:07","2023-09-05 11:02","01:55",,,,
"Diaper","2023-09-05 08:15",,,,,"Poo:large",
"Feed","2023-09-05 07:40",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-04 19:18","2023-09-05 07:35","12:17",,,,
"Diaper","2023-09-04 18:30",,,,,"Poo:large",
"Feed","2023-09-04 17:46",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-04 16:16","2023-09-04 17:05","00:49",,,,
"Diaper","2023-09-04 14:45",,,,,"Poo:medium",
"Feed","2023-09-04 14:26",,,"Formula","Bottle","5.5oz",
"Sleep","2023-09-04 12:47","2023-09-04 14:12","01:25",,,,
"Diaper","2023-09-04 11:47",,,,,"Poo:small",
"Feed","2023-09-04 11:03",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-04 09:09","2023-09-04 10:48","01:39",,,,
"Diaper","2023-09-04 08:10",,,,,"Poo",
"Feed","2023-09-04 07:29",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-03 19:28","2023-09-04 07:23","11:55",,,,
"Feed","2023-09-03 18:25",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-03 16:25","2023-09-03 17:08","00:43",,,,
"Feed","2023-09-03 14:50",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-03 12:35","2023-09-03 14:40","02:05",,,,
"Diaper","2023-09-03 11:34",,,,,"Poo:small",
"Feed","2023-09-03 11:05",,,"Formula","Bottle","6oz",
"Sleep","2023-09-03 09:17","2023-09-03 10:32","01:15",,,,
"Diaper","2023-09-03 08:22",,,,,"Poo:large",
"Feed","2023-09-03 07:36",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-02 19:38","2023-09-03 07:30","11:52",,,,
"Diaper","2023-09-02 18:49",,,,,"Poo:large",
"Feed","2023-09-02 18:05",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-02 15:56","2023-09-02 17:20","01:24",,,,
"Diaper","2023-09-02 15:15",,,,,"Poo:medium",
"Feed","2023-09-02 14:36",,,"Formula","Bottle","7oz",
"Sleep","2023-09-02 12:32","2023-09-02 13:58","01:26",,,,
"Diaper","2023-09-02 11:30",,,,,"Poo:medium",
"Feed","2023-09-02 10:57",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-02 08:56","2023-09-02 10:32","01:36",,,,
"Diaper","2023-09-02 08:08",,,,,"Poo:large",
"Feed","2023-09-02 07:21",,,"Formula","Bottle","7.5oz",
"Sleep","2023-09-01 19:26","2023-09-02 07:13","11:47",,,,
"Feed","2023-09-01 17:48",,,"Formula","Bottle","8oz",
"Sleep","2023-09-01 15:58","2023-09-01 17:00","01:02",,,,
"Diaper","2023-09-01 14:45",,,,,"Poo:large",
"Feed","2023-09-01 14:05",,,"Formula","Bottle","7oz",
"Sleep","2023-09-01 12:09","2023-09-01 13:58","01:49",,,,
"Feed","2023-09-01 10:46",,,"Formula","Bottle","7oz",
"Sleep","2023-09-01 08:57","2023-09-01 10:19","01:22",,,,
"Diaper","2023-09-01 07:55",,,,,"Poo:large",
"Feed","2023-09-01 07:19",,,"Formula","Bottle","7oz",
"Sleep","2023-08-31 19:41","2023-09-01 07:15","11:34",,,,
"Feed","2023-08-31 18:46",,,"Formula","Bottle","6oz",
"Sleep","2023-08-31 17:49","2023-08-31 18:10","00:21",,,,
"Feed","2023-08-31 16:05",,,"Formula","Bottle","6oz",
"Sleep","2023-08-31 15:03","2023-08-31 16:03","01:00",,,,
"Diaper","2023-08-31 13:55",,,,,"Poo:small",
"Feed","2023-08-31 13:18",,,"Formula","Bottle","6.5oz",
"Sleep","2023-08-31 12:10","2023-08-31 13:13","01:03",,,,
"Diaper","2023-08-31 11:30",,,,,"Poo:large",
"Feed","2023-08-31 10:12",,,"Formula","Bottle","7oz",
"Sleep","2023-08-31 08:23","2023-08-31 10:07","01:44",,,,
"Diaper","2023-08-31 07:44",,,,,"Poo:large",
"Feed","2023-08-31 06:44",,,"Formula","Bottle","7oz",
"Sleep","2023-08-30 18:37","2023-08-31 06:39","12:02",,,,
"Diaper","2023-08-30 18:00",,,,,"Poo:small",
"Feed","2023-08-30 17:12",,,"Formula","Bottle","7oz",
"Sleep","2023-08-30 15:32","2023-08-30 16:36","01:04",,,,
"Diaper","2023-08-30 14:20",,,,,"Poo:large",
"Feed","2023-08-30 13:43",,,"Formula","Bottle","7oz",
"Sleep","2023-08-30 11:34","2023-08-30 13:36","02:02",,,,
"Feed","2023-08-30 10:15",,,"Formula","Bottle","7oz",
"Sleep","2023-08-30 08:37","2023-08-30 10:00","01:23",,,,
"Diaper","2023-08-30 07:55",,,,,"Poo:large",
"Feed","2023-08-30 07:14",,,"Formula","Bottle","7oz",
"Sleep","2023-08-29 20:03","2023-08-30 07:09","11:06",,,,
"Feed","2023-08-29 18:51",,,"Formula","Bottle","6oz",
"Sleep","2023-08-29 17:36","2023-08-29 18:04","00:28",,,,
"Diaper","2023-08-29 16:30",,,,,"Poo:medium",
"Feed","2023-08-29 15:58",,,"Formula","Bottle","6oz",
"Sleep","2023-08-29 14:34","2023-08-29 15:45","01:11",,,,
"Diaper","2023-08-29 13:45",,,,,"Poo:medium",
"Feed","2023-08-29 13:05",,,"Formula","Bottle","5.5oz",
"Sleep","2023-08-29 11:56","2023-08-29 12:56","01:00",,,,
"Feed","2023-08-29 10:27",,,"Formula","Bottle","6.5oz",
"Sleep","2023-08-29 08:43","2023-08-29 10:23","01:40",,,,
"Diaper","2023-08-29 08:25",,,,,"Poo:large",
"Diaper","2023-08-29 07:50",,,,,"Poo:large",
"Feed","2023-08-29 07:15",,,"Formula","Bottle","6.5oz",
"Sleep","2023-08-28 19:46","2023-08-29 07:10","11:24",,,,
"Feed","2023-08-28 18:54",,,"Formula","Bottle","6oz",
"Sleep","2023-08-28 17:45","2023-08-28 18:06","00:21",,,,
"Diaper","2023-08-28 16:45",,,,,"Poo:large",
"Feed","2023-08-28 16:02",,,"Formula","Bottle","6oz",
"Sleep","2023-08-28 15:00","2023-08-28 15:54","00:54",,,,
"Diaper","2023-08-28 13:50",,,,,"Poo:large",
"Feed","2023-08-28 13:23",,,"Formula","Bottle","6oz",
"Sleep","2023-08-28 11:41","2023-08-28 13:20","01:39",,,,
"Feed","2023-08-28 10:16",,,"Formula","Bottle","6oz",
"Sleep","2023-08-28 08:38","2023-08-28 10:09","01:31",,,,
"Diaper","2023-08-28 07:55",,,,,"Poo:large",
"Feed","2023-08-28 07:16",,,"Formula","Bottle","6.5oz",
"Sleep","2023-08-27 19:32","2023-08-28 07:09","11:37",,,,
"Diaper","2023-08-27 19:15",,,,,"Poo:large",
"Feed","2023-08-27 18:32",,,"Formula","Bottle","6.5oz",
"Sleep","2023-08-27 16:28","2023-08-27 17:37","01:09",,,,
"Feed","2023-08-27 15:39",,,"Formula","Bottle","4.5oz",
"Sleep","2023-08-27 14:00","2023-08-27 14:40","00:40",,,,
"Feed","2023-08-27 12:35",,,"Formula","Bottle","6oz",
"Sleep","2023-08-27 11:33","2023-08-27 12:20","00:47",,,,
"Diaper","2023-08-27 10:40",,,,,"Poo:medium",
"Feed","2023-08-27 10:09",,,"Formula","Bottle","6oz",
"Sleep","2023-08-27 08:36","2023-08-27 10:06","01:30",,,,
"Feed","2023-08-27 07:14",,,"Formula","Bottle","6oz",
"Sleep","2023-08-26 19:56","2023-08-27 07:07","11:10",,,,
"Diaper","2023-08-26 19:30",,,,,"Poo:large",
"Feed","2023-08-26 18:52",,,"Formula","Bottle","6oz",
"Sleep","2023-08-26 17:43","2023-08-26 18:09","00:25",,,,
"Diaper","2023-08-26 16:58",,,,,"Poo:small",
"Feed","2023-08-26 16:09",,,"Formula","Bottle","6oz",
"Sleep","2023-08-26 15:20","2023-08-26 16:00","00:40",,,,
"Diaper","2023-08-26 14:10",,,,,"Poo:large",
"Feed","2023-08-26 13:38",,,"Formula","Bottle","6oz",
"Sleep","2023-08-26 12:04","2023-08-26 13:34","01:30",,,,
"Feed","2023-08-26 10:34",,,"Formula","Bottle","6oz",
"Sleep","2023-08-26 08:53","2023-08-26 10:28","01:35",,,,
"Diaper","2023-08-26 08:10",,,,,"Poo:medium",
"Feed","2023-08-26 07:29",,,"Formula","Bottle","6oz",
"Sleep","2023-08-25 20:00","2023-08-26 07:26","11:26",,,,
